응답,변이,유전,경쟁,자원,차별적생존,집단 변화,목적론,사용,의지,적응,아무것도 없어
색이 강렬하여 초식 동물들의 눈에 잘띄어서 위험했기 때문에 자신을 지키기 위해 수단으로 가시가 생겼을 것이다 라고 설명할 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
별 위험요소가 없어 가시가 불필요해 졌기 때문이라 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"장미의 가시는 외부로부터 자신을 보호하기 위해있지만, 이 종은 외부에서 자신을 위협하는 존재가 없기 때문에 가시가 퇴화되었다.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시가 없는 장미는 가시가 있던 장미랑 다르게 독성을 품고 있어서 자신을 보호할 가시는 필요없다고 생각된다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시가 없으니깐 사람들이 장미를 뽑아서 장미가 자기를 보호할려고 가시를 만든거 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미의 가시에 양분이 있는 줄 알고 벌레들이 가시를 갉아 먹어 이를 보호하기위해 가시가 없어짐.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시가 필요없어져서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
과학 기술이 발전하면서 장미에서 향을 내는 성분을 빼니 곤충이나 벌레로 부터 자신을 보호할 필요가 사라져서 사라진 것 같습니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미는 가시로 부터 자신의 몸을 보호 하는데 지금의 장미는 자신의 몸을 보호하는 능력이 생긴 것이다. 예를 들면 독이 들어 있거나 악취를 풍겨 자신의 몸을 보호해서 가시가 필요없어 졌다고 생각한다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미는 자신을 보호하기위해 가시가 있었지만 장미는 이쁘지만 가시때문에 아무에게도 관심을 못받아서 가시를 없게 바뀐것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
예뻐서 자꾸 사람들이 꺽어서 멸종위기에 처해서 보호하기위하여 가시가 생겼다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"사람에게 피해를 주지 않기 위해서, 장미의 가시가 없어졌다.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신을 보호 할 필요가 없어져서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시가 자라는데 필요한 양분이 부족해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
식물보호용으로 있던 가시가 장미가 사람들에 의해 키워지면서 아무런 공격이 없어서 자신의 몸을 보호하기 위한 가시가 필요가 없어 없어져서 영양분을 아끼게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
예전에 있었던 적들이 소멸되면서 방어할 필요가 없어져 가시가 사라졌다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시의 필요성이 줄어들어 점점 퇴화됨. 물 부족국가라서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
조상 장미 종은 자신을 보호하기 위해 가시가 있지만 요즘엔 과학 기술로 인해 가시가 없다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
많은 적들이 생겨나서 자신을 보호해야 할 필요가 생겨서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
산짐승이 적은 지역에 가게되어 가시가 필요없게 되자 퇴화됨,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시가 있을 필요가 없어져서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
아름다움을 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
다른 식물이나 동물들의 피해를 줄이기 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시로 인해 사람들이 너무 많이 다쳐서 우리를 위해 진화,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"새나 벌, 나비를 통해 종족번식을 하려면 가시가 필요없어서",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
외부의 적으로부터 자신을 보호하기 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
다른 생물체로부터 몸을 보호하기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미가 물이 풍부한 지역에서 자라게 되어서 물의 증발을 최소화 시키기 위하여 가시를 없앴다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄이 수영을 갔는데 날개가 필요가 없어져서 지느러미로 편화된 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄들은 오래 전부터 날개가 있기에 하늘을 나 수 있었습니다. 그러나 시간이 지날수록 펭귄들이 떼를 지어 모여들기 때문에 날개가 필요없어진거죠. 그래서 날 수 있는 펭귄이 시간이 지나면서 날개를 잃었기 때문입니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
남극에는 둥지를 틀 나무가 없어서 날개가 필요없어졌다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날 필요가 없어져서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
물에 있다가 날려면 잘 날지 못하기 때문에 물에서 더 자유롭게 할려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄이 물속에 있는 물고기를 먹으려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
물고가를 먹어여 되기 때문에 제빠를려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
지방층이 두꺼워야 추운 남극에서 살아 남기위해 체격이 커져서 못날음.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
옛날 빙하시대때 조상 펭귄종은 서로 먹고 먹혀서 보호하기 위해 날개가 생겼고 지금 시대는 먹고 먹히는게 조금씩 사라져 날개가 없어도 되는것,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
지금의 펭귄은 꼭 날지 않아도 수영을 잘하기 때문에 바다에서도 쉽게 사냥할 수 있다. 그렇기 때문에 펭귄들은 꼭 날아야 될 필요성이 없기에 이렇게 진화 한 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄의 전조상도 남극에 살았습니다. 하늘을 날려면 몸이 가벼워야 하는데 펭귄은 너무 추웠습니다. 그래서 펭귄은 나는 것을 포기 하고 지방을 쌓았습니다. (따뜻해지기 위하여) 무거워진 펭귄은 날지 못하였습니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
더 편리하게 가려고이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
물고기를 먹고 사는데 몸이 커서 잡기가 힘들어서 잡기 쉽게 수영을 할 수 있게 진화했는데 날개가 필요없게 되서 그런 것 같습니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날개가 필요가 없어졌기때문 퇴화,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날아다닌것이 꼭 필요하지 않아 퇴화되었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"날 필요가 없기 때문에 날개가 없어진걸로 진화한 것 으로 다르다,",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"생활하는데(살아가는데) 날개가 필요없어서,",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날 수 있었던 펭귄종이 과거에 날 수 있었음에도 불구하고 날 필요를 느끼지 못하여 점점 날개 근육이 퇴화되어 결국엔 자손을이 날 수 없게 되었다고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날개를 펴면 추운 바람에 닿는 면적이 커져 체온 손실이 젔을것이다. 체온을 유지하기 위해 날개를 오믜리고 살다보니 점차 쇠퇴하였을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 날 수 있어도 공중에 먹을 수 있는 식량은 없고 수중에 자신의 식량이 있으니 저절로 날아다닐 필요가 없기에 날 수 있는 방법을 잊어버렸다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날 필요가 없는 곳에서 살면서 날 수 없게 된 것 같다. ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날수있었는데 못나는 것은 펭귄이 그 지역에서만 산다던가 날수있는 일이 별로 필요없어서 날개의 중요성을 못느껴서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
빙하가 녹기 시작하면서 살기위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
바다에서 헤엄치기 위해서 어느정도 무게가 있어야 하므로 펭귄의 한 종은 날 수없게 진화되었다. 그래서 펭귄은 날기좋은 몸보다 헤엄치기 좋은 몸으로 진화했다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날필요 없이 물고기만 먹고 살아도 되었기 때문일것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
여러지역을 이동할 필요가 없다던가 이유로 날 필요가 없어진 것 일수도 있다고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
그 펭귄은 날개를 쓸 필요가 없기 때문에 퇴화되고 있기 때문이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날 필요가 없어져서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
지구 온난화로 지구의 온도가 올라갔다. 그래서 북극이 많이 녹아버렸다. 북극이 좁아졌기 때문에 펭귄들은 먼거리를 날아갈 필요가 사라졌다. 그 후 날개를 쓰지 않았고 계속 쓰지 않았기 때문에 날개가 퇴화되어서 날 수 없게 되었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
남극에 살다보니 별로 날 필요도 없어서 날수 없게됨,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 빙하와 빙하사이를 건너기위해 날 수 있는 날개를 가졌는데 굳이 빙하를 건너지 않아도 될 지역에사는 펭귄들은 점점 날수없게 되었을것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 원래 날수없거나 날려고 하지를 않아서 할수없다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄이 사는곳은 날지 않아도 충분이 사는데에 지장이 없는 곳이다. 그런데 요즘은 지구온난화로 얼음들이 쪼개지고 갈라져서 물에 빠질수도 있기 때문에 그걸 대비하기위해 날수있게 된거같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
지금의 펭귄은 날 필요가 없기 때문에 인것같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
물고기를 잡아먹어서 날 필요가 없기 때문에 기능이 쇠퇴되었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
추운 곳에서 살고 있던 펭귄들이 몸을 보호에 위해 지방이 늘어났는데 그래서 몸이 무거워서 날지 못하게 진화한 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
하늘을 날면 날갯짓을 하는 데에 에너지가 많이 소모되기 때문에 추운 남극에서 살기에 불리하기 때문에 얼음에서 미끄러져 다니고 물에서 헤엄치기 편하고 추위를 이기기 위해 몸이 두껍고 무거워져서 날 수가 없습니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄이 날 필요성이 없어 나는 기능을 잃어버림. 생각해보니까 날지 못해도 비행기가 있어서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
벌레를 잡아먹지 않고 어류를 먹기 때문에 나는 것이 불필요하게 된 것이다. 그래서 펭귄이 나는 것이 쇠퇴된 것이라 생각한 것이다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날개가 필요 없어서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 남극에 살기 때문에 굳이 날 필요가 없어서 날개가 퇴화된 것 같습니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날 필요가 없어져서 날개 대신 몸에 에너지를 비축해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 날 수가 있었지만 점차 그 필요성이 떨어지가 날 수 있는 부분이 퇴화되었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
하늘을 날아다니다가 북극과 남극까지 와서 놀다가 추운 곳이 좋아서 계속 이 지방에서 살다보니 날개가 필요없어져 안쓰니깐 날개의 기능이 사라져버렸다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날 필요가 없어서 날수있는 기능을 상실하였다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
추위를 이겨내기 위해 피하지방이 두꺼워져서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 원래 날수있었는데 추운 지방에서 견딜려고 지방이 쌓여서 날개가 너무 무거워져서 날지 못하게 되었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 물 속 물고기를 먹고 살기 때문이다. 하지만 펭귄은 헤엄칠 수 있고 따로 날아서 사냥할 필요가 없어서 날개가 점점 퇴화되었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
멀리멀리 퍼트릴려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
널리 퍼지게 하려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
멀리갈 필요가 있어서(?),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗이 멀리 갈 필요가 있어서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신의 조상을 번식 시키기 위해 씨르 만듬,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨를 멀리 퍼트리기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗이 여러군데로 날아서 번식하려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자기의 자식들의 하늘 구경하게 해줄려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무는 자손을 멀리 퍼트리기 위해서 그렇게 진화했다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨를 널리 뿌리기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨를 멀리 뿌리기 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 멀리 퍼트리기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날개가 있어야지만 다른 곳으로도 씨앗을 날려보내기 위해서 진화됬다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자손을 많이 퍼트리려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무는 씨앗이 무거워서 바로 밑으로 떨어지기 때문에 느릅나무 종을 더 먼 곳에 번식시키기 위하여 날개가 있는 씨앗으로 바람에 날려서 번식시킨 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자기 자손들이 너무 없어서 대를 이을려고 씨앗을 멀리 날라갈수 있게 날개를 달았다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
쉽게 번식하기 위해 날개가 있는 씨앗을 생산하게 되었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
민들레처럼 바람으로 번식해 곳곳에 쉽게 번식을 할 수있는 것처럼 양부니나 물과 미생물로 도움을 받아 진화되면서 아마 쉽게 번식을 위해 씨앗을 생성한걸로 생각됩니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식을 조금더 잘하기 위해 날개가 없던 느릅나무에서 날개가 있는 것으로 변함.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 널리 퍼트리기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨를 바람에 날려 퍼뜨리기 위해 날개가 생겼지않을까…,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
처음엔 씨앗에 날개가 없으니까 잘 번식 하지를 못해 어떤 한 종이 자신의 자손을 널리 번식시키기 위해 씨앗에 날개를 달고 생산한것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗이 멀리 날아가게 하기위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
나무 주변에만 같은 나무가 계속 자라니까 더 멀리 퍼트리기 위해서 날개를 만든 것 같아요.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 멀리 보내려고 날개가 생긴 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
더 멀리까지 씨앗을 퍼뜨려 번식을 하기 위하여 날개가 있는 씨앗을 생산해냈다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
외딴 곳에 있어서 딴 지역에 번식하기 위해 진화 했다고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무를 더 많이 생산하기 위해서는 씨앗이 멀리 퍼져야 되기 때문에 날개 달린 씨앗이 나왔다고 생각한다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날개있는 씨앗의 느릅나무는 전 느릅나무가 번식을 못해서 번식하기 위해 씨앗이 생겨났다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
주변에 있는 땅에 영양분이 많지 않아서 날개가 있는 씨앗을 생산에 씨앗을 영양분이 많은 땅으로 이동시키기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
점점 땅의 뿌리가 생길곳이 줄어들어 더먼곳에 심기게 하려고 생겼을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
평범한 씨앗으로는 번식이 어려운 지역(바람이 많이 분다던가?)에서의 번식을 더욱 효율적으로 번식을 하기 위해서 진화된 것이라 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식하기 쉽기 위해서 날개가 생긴 거 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식을 하기위해 멀리 씨앗을 날린다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
그냥 씨앗으로 번식하자니 나무사이의 거리가 너무 가까워서 땅의 영양분이나 키가 더 큰 나무에 가려져서 햇빛을 못받아 제대로 자라지 못하자 바람을 이용해 멀리 날아가서 서로 멀리 떨어지게 해서 양분을 더 쉽게 얻기위해 씨앗에 날개가 있는 종으로 진화했을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
나무의 씨가 바로 바닥에 떨어지면 번식하기가 어려울 것 같다. 예를 들면 민들게 꽃씨처럼 바람이 불면 멀리 날아가서 번식하는 식물이 있듯이 지금의 느릅나무도 그런 식물들처럼 번식을 멀리하기위해 날개가 있는 씨앗을 생산한다고 생각한다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
어떤 느릅나무가 씨앗을 떨어뜨리면 가까운데서 너무 많은 느릅나무가 자라니까 양분을 많이 얻기 힘들자 너무 멀리 떨어지기 위해 날개달린 씨앗으로 변형시켜 뿌렸을것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무중 번식하기 어려운장소에 있던 나무가 날개가 있는 씨앗을 생산해서 번식하기위해 진화했는것같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
조상나무도 원래 씨앗이 있었다 하지만 더 멀리 생산하기 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무가 빨리 자라지 않거나 새싹이 잘 나지않아서 씨앗을 더 멀리 더 빨리 퍼뜨리려고 생겨났다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 그자리에 그냥 그대로 퍼뜨리면 어떤 동물들이나 생물들이 그 씨앗을 주워먹을수도있고 그한자리에만 그 나무가 자라 번식이 멀리퍼지지않고 잘 안되기 때문에 씨앗을 멀리 퍼뜨려 넓은 곳에 곳곳이 번식시키기 위해서이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무의 빠르고 많은 번식을 위해서 날개가 생겼다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 날려보내서 이곳 저곳에서 느릅나무가 자라나게 하기위해서.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
식물의 번식을 위해서는 씨앗이 멀리 날아야 하는데 느릅나무의 씨앗을 잘날리지 않아서 오랜 시간에 걸쳐 진화해오면서 씨앗의 형태가 달라진거 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
널리널리 번식하기 위하여 날개가 있는 씨앗을 생산해낸다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무가 번시을 위해 진화한것,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
널리널리 번식하기 위해 날개가 있는 씨앗을 생산한다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 더 멀리 퍼트리기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
바람에 실려 씨앗을 멀리 퍼뜨리기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식하기 쉽게 하려고.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 더 멀리멀리 뿌릴 필요가 있기 때문,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날개를 이용하여 떨어질 때 최소한의 충격을 받기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식을 더 넓은 범위에서 하기 위해 날개가 생겼을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
과거의 느릅나무들이 빼곡히 뭉쳐있어서 씨앗을 퍼트리기가 힘들었다. 그래서 보다 먼 곳으로 보내기 위해 날개를 추가했다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
나무의 키가 너무 커서 주위에 떨어지면 서로 만나게 되어서 힘드니까 바람을 타고 최대한 멀리 보내기 위해 날개가 있는 씨앗으로 진화된 것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무가 살기에 적합하지 않은 땅에서 자라나자 씨앗을 그 땅에서 벗어나 적합한 땅으로 보내기 위해 날개가 생겼을 것이다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
종족 번식을 위해 바람을 타고 더 멀리 날아가기 위해서 인 것 같다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무 식물의 원활한 번식을 위해서 인 것 같다. 느릅나무가 한 장소들에서만 자라게 되면 멸종할 경우가 생길 수도 있기 때문에 자손의 번식을 여러 곳에 퍼뜨려 세대유지를 위해 날개가 있는 씨앗을 생산한 것 같다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식이 쉽기 위해서이다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날개의 필요성이 생겨서 날개가 생겼다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 더 멀리 번식 시켜서 다른 나무들에게 방해 받지 않고 자라려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
주변에 씨앗이 떨어져 붙어 자라기 때문에 양분을 못 받아 잘 자라지 못해서 멀리 날아가도록 하기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"일반적인 씨앗을 생산하기에는 종족의 번식이 어려워서 조금 더 멀리 많이 번식, 분포하기 위해 날개가 있는 씨앗으로 진화가 되었다고 생각합니다",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식하려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
종족을 유지하기 위하여 더 멀리 퍼질수 있도록 날개가 있는 씨앗으로 진화하게 되었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
더 멀리 날아가서 번식하려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
더 멀리 퍼뜨릴 필요가 있어서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨를 멀리멀리 날아가게 하기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
멀리멀리 번식하기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
더 많은 종이 번식하게 하기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
그 느릅나무 주변에 씨앗이 번식하기 힘든 상황이어서 종을 지키기 위해 그렇게 할 수 밖에 없었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
종족번식을 하기위해 씨앗에 날개가 생겼다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
